name,review_count,categories,rating,coordinates,price,location,display_phone
B Side Pizza & Wine Bar,1324,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.76388, 'longitude': -73.98821}",$$,"{'address1': '370 W 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['370 W 51st St', 'New York, NY 10019']}",(646) 679-7225
Carla,207,"[{'alias': 'newamerican', 'title': 'New American'}]",4.6,"{'latitude': 40.76357, 'longitude': -73.98691}",$$,"{'address1': '331 W 51st St', 'address2': 'Ground Fl', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['331 W 51st St', 'Ground Fl', 'New York, NY 10019']}",(929) 404-4082
Peak,518,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.3,"{'latitude': 40.753942, 'longitude': -74.00034}",$$$$,"{'address1': '30 Hudson Yards', 'address2': 'Fl 101', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['30 Hudson Yards', 'Fl 101', 'New York, NY 10001']}",(332) 204-8509
Jasmine's Caribbean Cuisine,360,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"{'latitude': 40.761096465620824, 'longitude': -73.99031151745837}",$$,"{'address1': '371 West 46th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['371 West 46th St', 'New York, NY 10036']}",(646) 964-5337
Torishin,389,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.9,"{'latitude': 40.76496, 'longitude': -73.98721}",$$$$,"{'address1': '362 W 53rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['362 W 53rd St', 'New York, NY 10019']}",(212) 757-0108
Don Antonio,1727,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4,"{'latitude': 40.762711, 'longitude': -73.986708}",$$,"{'address1': '309 W 50th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['309 W 50th St', 'New York, NY 10019']}",(646) 719-1043
Carmine's Italian Restaurant - Times Square,4837,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4,"{'latitude': 40.75749848725768, 'longitude': -73.98665333142026}",$$,"{'address1': '200 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['200 W 44th St', 'New York, NY 10036']}",(212) 221-3800
Le Bernardin,2987,"[{'alias': 'french', 'title': 'French'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.4,"{'latitude': 40.761557, 'longitude': -73.981763}",$$$$,"{'address1': '155 W 51st St', 'address2': '', 'address3': 'The Equitable Bldg', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['155 W 51st St', 'The Equitable Bldg', 'New York, NY 10019']}",(212) 554-1515
Anejo,859,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.8,"{'latitude': 40.762577, 'longitude': -73.992919}",$$,"{'address1': '668 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['668 10th Ave', 'New York, NY 10036']}",(212) 920-4770
Aqua Boil,678,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.4,"{'latitude': 40.763702, 'longitude': -73.988386}",$$,"{'address1': '750 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['750 9th Ave', 'New York, NY 10019']}",(212) 464-7428
BarDough,280,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'New American'}]",4.4,"{'latitude': 40.7603523698496, 'longitude': -73.9898819848895}",$$,"{'address1': '350 W 46th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['350 W 46th St', 'New York, NY 10036']}",(917) 262-0543
Kohoku-Ku Ramen,294,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.4,"{'latitude': 40.76265, 'longitude': -73.9899}",$$,"{'address1': '709 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['709 9th Ave', 'New York, NY 10019']}",(646) 478-7886
Le Rivage,625,"[{'alias': 'french', 'title': 'French'}]",3.9,"{'latitude': 40.760238, 'longitude': -73.98959}",$$$,"{'address1': '340 W 46th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['340 W 46th St', 'New York, NY 10036']}",(212) 765-7374
Dutch Freds,2101,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.760835, 'longitude': -73.987823}",$$,"{'address1': '307 W 47th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['307 W 47th St', 'New York, NY 10036']}",(646) 918-6923
Bea,2937,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"{'latitude': 40.7591968, 'longitude': -73.9923361}",$$,"{'address1': '403 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['403 W 43rd St', 'New York, NY 10036']}",(212) 602-1910
Per Se,1893,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 40.7681528889558, 'longitude': -73.9827629623657}",$$$$,"{'address1': '10 Columbus Cir', 'address2': 'Fl 4', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'Fl 4', 'New York, NY 10019']}",(212) 823-9335
OBAO,4196,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4,"{'latitude': 40.7606544, 'longitude': -73.991332}",$$,"{'address1': '647 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['647 9th Ave', 'New York, NY 10036']}",(212) 245-8880
ViV,1318,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]",4.2,"{'latitude': 40.76277, 'longitude': -73.98969}",$$,"{'address1': '717 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['717 9th Ave', 'New York, NY 10019']}",(212) 581-5999
Kochi,457,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.76201, 'longitude': -73.99351}",$$$$,"{'address1': '652 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['652 10th Ave', 'New York, NY 10036']}",(646) 478-7308
Mom's Kitchen & Bar,1917,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",4.4,"{'latitude': 40.76247, 'longitude': -73.9901}",$$,"{'address1': '701 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['701 9th Ave', 'New York, NY 10019']}",(646) 657-0080
Pio Pio 8,2612,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4,"{'latitude': 40.760506289326, 'longitude': -73.994564488901}",$$$,"{'address1': '604 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['604 10th Ave', 'New York, NY 10036']}",(212) 459-2929
Valla Table,484,"[{'alias': 'thai', 'title': 'Thai'}]",4.6,"{'latitude': 40.761911, 'longitude': -73.994188}",$$,"{'address1': '641 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['641 10th Ave', 'New York, NY 10036']}",(212) 245-4601
Lilly's Craft and Kitchen,1510,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.2,"{'latitude': 40.76138, 'longitude': -73.99071}",$$,"{'address1': '675 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['675 9th Ave', 'New York, NY 10036']}",(212) 757-0373
Dim Sum Palace,1761,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.1,"{'latitude': 40.76015, 'longitude': -73.9893699}",$$,"{'address1': '334 W 46th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['334 W 46th St', 'New York, NY 10036']}",(646) 861-1910
LumLum ,454,"[{'alias': 'thai', 'title': 'Thai'}]",4.4,"{'latitude': 40.7629, 'longitude': -73.98991}",$$,"{'address1': '404 W 49th', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['404 W 49th', 'New York, NY 10019']}",(646) 684-4618
Hold Fast Kitchen & Spirits,632,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.7,"{'latitude': 40.76064, 'longitude': -73.99023}",$$,"{'address1': '364 W 46th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['364 W 46th St', 'New York, NY 10036']}",(917) 261-6691
Chalong,389,"[{'alias': 'thai', 'title': 'Thai'}]",4.7,"{'latitude': 40.763924, 'longitude': -73.988883}",,"{'address1': '749 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['749 9th Ave', 'New York, NY 10019']}",(212) 466-6456
Dolly Varden,547,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.762914, 'longitude': -73.986258}",$$,"{'address1': '302 W 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['302 W 51st St', 'New York, NY 10019']}",(212) 541-7080
Robert,1073,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4,"{'latitude': 40.767394, 'longitude': -73.982036}",$$$,"{'address1': '2 Columbus Cir', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['2 Columbus Cir', 'New York, NY 10019']}",(212) 299-7730
Momofuku Noodle Bar - Uptown,646,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'ramen', 'title': 'Ramen'}]",4,"{'latitude': 40.76802583631109, 'longitude': -73.9829243}",$$,"{'address1': '10 Columbus Cir', 'address2': 'Third Floor', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'Third Floor', 'New York, NY 10019']}",
Buena Vista Restaurant & Bar,408,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.7,"{'latitude': 40.75686, 'longitude': -73.99356}",$$$,"{'address1': '536 9th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['536 9th Ave', 'New York, NY 10018']}",(212) 388-5040
Mari,175,"[{'alias': 'korean', 'title': 'Korean'}]",4.3,"{'latitude': 40.76152, 'longitude': -73.99061}",$$$$,"{'address1': '679 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['679 9th Ave', 'New York, NY 10036']}",(646) 649-3545
Marseille,1196,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",3.8,"{'latitude': 40.75974513014608, 'longitude': -73.99139451874845}",$$$,"{'address1': '630 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['630 9th Ave', 'New York, NY 10036']}",(212) 333-2323
Gyu-Kaku Japanese BBQ,1425,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4,"{'latitude': 40.759142237934725, 'longitude': -73.98989855434367}",$$,"{'address1': '321 W 44th St', 'address2': 'Ste 103', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['321 W 44th St', 'Ste 103', 'New York, NY 10036']}",(646) 692-9115
5 Napkin Burger,2392,"[{'alias': 'burgers', 'title': 'Burgers'}]",3.8,"{'latitude': 40.76018, 'longitude': -73.991093}",$$,"{'address1': '630 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['630 9th Ave', 'New York, NY 10036']}",(212) 757-2277
Ippudo Westside,4097,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.2,"{'latitude': 40.76344, 'longitude': -73.98661}",$$,"{'address1': '321 W 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['321 W 51st St', 'New York, NY 10019']}",(212) 974-2500
Le Sia,149,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.3,"{'latitude': 40.76072, 'longitude': -73.99119}",$$$,"{'address1': '651 9th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['651 9th Ave', 'New York, NY 10036']}",(646) 559-5220
Bad Roman,570,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'italian', 'title': 'Italian'}]",4.1,"{'latitude': 40.768494, 'longitude': -73.983072}",$$$$,"{'address1': '10 Columbus Cir', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'New York, NY 10019']}",(212) 970-2033
La Pulperia Hell's Kitchen,900,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.2,"{'latitude': 40.7599217, 'longitude': -73.991841}",$$$,"{'address1': '623 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['623 9th Ave', 'New York, NY 10036']}",(646) 669-8984
Omakase By Korami,454,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.8,"{'latitude': 40.763503307884655, 'longitude': -73.989323}",$$$$,"{'address1': '400A W 50th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['400A W 50th St', 'New York, NY 10019']}",(917) 215-0650
Cantina Rooftop,1562,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.1,"{'latitude': 40.76497439968185, 'longitude': -73.99610715738004}",$$,"{'address1': '605 W 48th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['605 W 48th St', 'New York, NY 10036']}",(212) 957-1700
Becco,3206,"[{'alias': 'italian', 'title': 'Italian'}]",3.7,"{'latitude': 40.76083, 'longitude': -73.98981}",$$$,"{'address1': '355 W 46th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['355 W 46th St', 'New York, NY 10036']}",(212) 397-7597
Kings of Kobe,467,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.3,"{'latitude': 40.761172, 'longitude': -74.000307}",$$,"{'address1': '650 W 42nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['650 W 42nd St', 'New York, NY 10036']}",(646) 370-5121
The Marshal,872,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'pizza', 'title': 'Pizza'}]",4,"{'latitude': 40.761225, 'longitude': -73.993968}",$$$,"{'address1': '628 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['628 10th Ave', 'New York, NY 10036']}",(212) 582-6300
IL Punto Ristorante,473,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.3,"{'latitude': 40.75614426678582, 'longitude': -73.9946186}",$$$,"{'address1': '507 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['507 9th Ave', 'New York, NY 10018']}",(212) 244-0088
The Brazen Tavern,444,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.3,"{'latitude': 40.7593269348145, 'longitude': -73.9913101196289}",$$,"{'address1': '356 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['356 W 44th St', 'New York, NY 10036']}",(646) 678-5989
Zou Zou’s,364,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",4.1,"{'latitude': 40.75294111375021, 'longitude': -73.99872428597398}",$$$,"{'address1': '385 9th Ave', 'address2': 'Ste 85', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['385 9th Ave', 'Ste 85', 'New York, NY 10001']}",(212) 380-8585
La Grande Boucherie,2920,"[{'alias': 'french', 'title': 'French'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"{'latitude': 40.7626274, 'longitude': -73.98084109999999}",$$$,"{'address1': '145 W 53rd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['145 W 53rd St', 'New York, NY 10019']}",(212) 510-7714
Empanada Mama - Hell's Kitchen,3045,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",4,"{'latitude': 40.76441, 'longitude': -73.9885}",$$,"{'address1': '765 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['765 9th Ave', 'New York, NY 10019']}",(212) 698-9008
Tim Ho Wan - Hell's Kitchen,599,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.8,"{'latitude': 40.75935, 'longitude': -73.99175}",$$,"{'address1': '610 9th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['610 9th Ave', 'New York, NY 10036']}",(212) 228-2802
B Side Pizza & Wine Bar,1324,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.76388, 'longitude': -73.98821}",$$,"{'address1': '370 W 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['370 W 51st St', 'New York, NY 10019']}",(646) 679-7225
Carla,207,"[{'alias': 'newamerican', 'title': 'New American'}]",4.6,"{'latitude': 40.76357, 'longitude': -73.98691}",$$,"{'address1': '331 W 51st St', 'address2': 'Ground Fl', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['331 W 51st St', 'Ground Fl', 'New York, NY 10019']}",(929) 404-4082
Peak,518,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.3,"{'latitude': 40.753942, 'longitude': -74.00034}",$$$$,"{'address1': '30 Hudson Yards', 'address2': 'Fl 101', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['30 Hudson Yards', 'Fl 101', 'New York, NY 10001']}",(332) 204-8509
Jasmine's Caribbean Cuisine,360,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"{'latitude': 40.761096465620824, 'longitude': -73.99031151745837}",$$,"{'address1': '371 West 46th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['371 West 46th St', 'New York, NY 10036']}",(646) 964-5337
Torishin,389,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.9,"{'latitude': 40.76496, 'longitude': -73.98721}",$$$$,"{'address1': '362 W 53rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['362 W 53rd St', 'New York, NY 10019']}",(212) 757-0108
Don Antonio,1727,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4,"{'latitude': 40.762711, 'longitude': -73.986708}",$$,"{'address1': '309 W 50th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['309 W 50th St', 'New York, NY 10019']}",(646) 719-1043
Carmine's Italian Restaurant - Times Square,4837,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4,"{'latitude': 40.75749848725768, 'longitude': -73.98665333142026}",$$,"{'address1': '200 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['200 W 44th St', 'New York, NY 10036']}",(212) 221-3800
Le Bernardin,2987,"[{'alias': 'french', 'title': 'French'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.4,"{'latitude': 40.761557, 'longitude': -73.981763}",$$$$,"{'address1': '155 W 51st St', 'address2': '', 'address3': 'The Equitable Bldg', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['155 W 51st St', 'The Equitable Bldg', 'New York, NY 10019']}",(212) 554-1515
Anejo,859,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.8,"{'latitude': 40.762577, 'longitude': -73.992919}",$$,"{'address1': '668 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['668 10th Ave', 'New York, NY 10036']}",(212) 920-4770
Aqua Boil,678,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.4,"{'latitude': 40.763702, 'longitude': -73.988386}",$$,"{'address1': '750 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['750 9th Ave', 'New York, NY 10019']}",(212) 464-7428
BarDough,280,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'New American'}]",4.4,"{'latitude': 40.7603523698496, 'longitude': -73.9898819848895}",$$,"{'address1': '350 W 46th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['350 W 46th St', 'New York, NY 10036']}",(917) 262-0543
Kohoku-Ku Ramen,294,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.4,"{'latitude': 40.76265, 'longitude': -73.9899}",$$,"{'address1': '709 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['709 9th Ave', 'New York, NY 10019']}",(646) 478-7886
Le Rivage,625,"[{'alias': 'french', 'title': 'French'}]",3.9,"{'latitude': 40.760238, 'longitude': -73.98959}",$$$,"{'address1': '340 W 46th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['340 W 46th St', 'New York, NY 10036']}",(212) 765-7374
Dutch Freds,2101,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.760835, 'longitude': -73.987823}",$$,"{'address1': '307 W 47th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['307 W 47th St', 'New York, NY 10036']}",(646) 918-6923
Bea,2937,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"{'latitude': 40.7591968, 'longitude': -73.9923361}",$$,"{'address1': '403 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['403 W 43rd St', 'New York, NY 10036']}",(212) 602-1910
